-74.2923366854, 71.1787132733, 0.0000000000
-74.2923366854, 71.1787132733, 0.0000000000
-75.0484687661, 70.6699333999, 0.0000000000
-75.0484687661, 70.6699333999, 0.0000000000
-76.7793379446, 69.3927115990, 0.0000000000
-76.7793379446, 69.3927115990, 0.0000000000
-77.9189033928, 68.4655692570, 0.0000000000
-77.9189033928, 68.4655692570, 0.0000000000
-80.0845108883, 66.5106005858, 0.0000000000
-80.0845108883, 66.5106005858, 0.0000000000
-82.1199549018, 64.4340096747, 0.0000000000
-82.1199549018, 64.4340096747, 0.0000000000
-83.8140781217, 62.5196922162, 0.0000000000
-83.8140781217, 62.5196922162, 0.0000000000
-85.0433877639, 61.0192754145, 0.0000000000
-85.0433877639, 61.0192754145, 0.0000000000
-86.5407375998, 59.0584599949, 0.0000000000
-86.5407375998, 59.0584599949, 0.0000000000
-87.6635745119, 57.4870800615, 0.0000000000
-87.6635745119, 57.4870800615, 0.0000000000
-88.6048740660, 56.0995219226, 0.0000000000
-88.6048740660, 56.0995219226, 0.0000000000
-89.3361293005, 54.9753463996, 0.0000000000
-89.3361293005, 54.9753463996, 0.0000000000
-90.2152681116, 53.5678106106, 0.0000000000
-90.2152681116, 53.5678106106, 0.0000000000
-91.0617078444, 52.1519424930, 0.0000000000
-91.0617078444, 52.1519424930, 0.0000000000
-91.8765553653, 50.7293792400, 0.0000000000
-91.8765553653, 50.7293792400, 0.0000000000
-92.6607741000, 49.3015551045, 0.0000000000
-92.6607741000, 49.3015551045, 0.0000000000
-92.9157383564, 48.8242525397, 0.0000000000
-92.9157383564, 48.8242525397, 0.0000000000
-93.1674348383, 48.3465036051, 0.0000000000
-93.1674348383, 48.3465036051, 0.0000000000
-93.7303564137, 47.2535120630, 0.0000000000
-93.7303564137, 47.2535120630, 0.0000000000
-94.2912766716, 46.1289191478, 0.0000000000
-94.2912766716, 46.1289191478, 0.0000000000
-94.8269875697, 45.0194243677, 0.0000000000
-94.8269875697, 45.0194243677, 0.0000000000
-95.4226464844, 43.7417484086, 0.0000000000
-95.4226464844, 43.7417484086, 0.0000000000
-96.0715633415, 42.2918241662, 0.0000000000
-96.0715633415, 42.2918241662, 0.0000000000
-96.5592944361, 41.1578644664, 0.0000000000
-96.5592944361, 41.1578644664, 0.0000000000
-97.1072413361, 39.8331834502, 0.0000000000
-97.1072413361, 39.8331834502, 0.0000000000
-97.7680031511, 38.1542836315, 0.0000000000
-97.7680031511, 38.1542836315, 0.0000000000
-98.0236854494, 37.4775001683, 0.0000000000
-98.0236854494, 37.4775001683, 0.0000000000
-98.3984692145, 36.4544747076, 0.0000000000
-98.3984692145, 36.4544747076, 0.0000000000
-98.6419207223, 35.7682771683, 0.0000000000
-98.6419207223, 35.7682771683, 0.0000000000
-98.9976635474, 34.7312403609, 0.0000000000
-98.9976635474, 34.7312403609, 0.0000000000
-99.4138777374, 33.4589854554, 0.0000000000
-99.4138777374, 33.4589854554, 0.0000000000
-99.9195730102, 31.8104469389, 0.0000000000
-99.9195730102, 31.8104469389, 0.0000000000
-100.2642152543, 30.6075239153, 0.0000000000
-100.2642152543, 30.6075239153, 0.0000000000
-100.7549126872, 28.7510076366, 0.0000000000
-100.7549126872, 28.7510076366, 0.0000000000
-101.1225361946, 27.2137363154, 0.0000000000
-101.1225361946, 27.2137363154, 0.0000000000
-101.3852037075, 26.0107162244, 0.0000000000
-101.3852037075, 26.0107162244, 0.0000000000
-101.6717656907, 24.5617060467, 0.0000000000
-101.6717656907, 24.5617060467, 0.0000000000
-101.8312818541, 23.6718958625, 0.0000000000
-101.8312818541, 23.6718958625, 0.0000000000
-102.1783602846, 21.4143681155, 0.0000000000
-102.1783602846, 21.4143681155, 0.0000000000
-102.3651906744, 19.8855325336, 0.0000000000
-102.3651906744, 19.8855325336, 0.0000000000
-102.4574666060, 18.9747749274, 0.0000000000
-102.4574666060, 18.9747749274, 0.0000000000
-102.5349319218, 18.0681011296, 0.0000000000
-102.5349319218, 18.0681011296, 0.0000000000
-102.6023197718, 17.0864831234, 0.0000000000
-102.6023197718, 17.0864831234, 0.0000000000
-102.6174189173, 16.8235740640, 0.0000000000
-102.6174189173, 16.8235740640, 0.0000000000
-102.6498438062, 16.1617056621, 0.0000000000
-102.6498438062, 16.1617056621, 0.0000000000
-102.6624077493, 15.8476703889, 0.0000000000
-102.6624077493, 15.8476703889, 0.0000000000
-102.6840327538, 15.1381668366, 0.0000000000
-102.6840327538, 15.1381668366, 0.0000000000
-102.6910084309, 14.8000939900, 0.0000000000
-102.6910084309, 14.8000939900, 0.0000000000
-102.6960230802, 14.4427390597, 0.0000000000
-102.6960230802, 14.4427390597, 0.0000000000
-102.6956552098, 14.4763494940, 0.0000000000
-102.6956552098, 14.4763494940, 0.0000000000
-102.6953937559, 14.4991163675, 0.0000000000
-102.6953937559, 14.4991163675, 0.0000000000
-102.6949729613, 14.5340795349, 0.0000000000
-102.6949729613, 14.5340795349, 0.0000000000
-102.6945178995, 14.5698806892, 0.0000000000
-102.6945178995, 14.5698806892, 0.0000000000
-102.6941957750, 14.5941304765, 0.0000000000
-102.6941957750, 14.5941304765, 0.0000000000
-102.6934956007, 14.6441726875, 0.0000000000
-102.6934956007, 14.6441726875, 0.0000000000
-102.6925137851, 14.7092464620, 0.0000000000
-102.6925137851, 14.7092464620, 0.0000000000
-102.6916423001, 14.7629834613, 0.0000000000
-102.6916423001, 14.7629834613, 0.0000000000
-102.6906853847, 14.8184416153, 0.0000000000
-102.6906853847, 14.8184416153, 0.0000000000
